start_time,trip_count
"3/25/2014 9",106
"3/25/2015 0",4
"3/25/2015 10",49
"3/25/2015 11",59
"3/25/2015 12",64
"3/25/2015 13",53
"3/25/2015 14",42
"3/25/2015 15",50
"3/25/2015 16",124
"3/25/2015 17",192
"3/25/2015 18",124
"3/25/2015 19",58
"3/25/2015 20",39
"3/25/2015 21",27
"3/25/2015 22",9
"3/25/2015 23",13
"3/25/2015 3",1
"3/25/2015 4",2
"3/25/2015 5",9
"3/25/2015 6",31
"3/25/2015 7",100
"3/25/2015 8",195
"3/25/2015 9",164
"3/26/2014 0",1
"3/26/2014 1",1
"3/26/2014 10",14
"3/26/2014 11",21
"3/26/2014 12",30
"3/26/2014 13",30
"3/26/2014 14",25
"3/26/2014 15",43
"3/26/2014 16",78
"3/26/2014 17",123
"3/26/2014 18",86
"3/26/2014 19",56
"3/26/2014 20",32
"3/26/2014 21",12
"3/26/2014 22",10
"3/26/2014 23",8
"3/26/2014 5",6
"3/26/2014 6",6
"3/26/2014 7",17
"3/26/2014 8",59
"3/26/2014 9",58
"3/26/2015 0",1
"3/26/2015 1",1
"3/26/2015 10",57
"3/26/2015 11",56
"3/26/2015 12",57
"3/26/2015 13",54
"3/26/2015 14",46
"3/26/2015 15",63
"3/26/2015 16",104
"3/26/2015 17",166
"3/26/2015 18",126
"3/26/2015 19",66
"3/26/2015 20",41
"3/26/2015 21",19
"3/26/2015 22",14
"3/26/2015 23",11
"3/26/2015 4",1
"3/26/2015 5",5
"3/26/2015 6",25
"3/26/2015 7",88
"3/26/2015 8",200
"3/26/2015 9",147
"3/27/2014 0",4
"3/27/2014 10",63
"3/27/2014 11",52
"3/27/2014 12",48
"3/27/2014 13",52
"3/27/2014 14",48
"3/27/2014 15",40
"3/27/2014 16",82
"3/27/2014 17",132
"3/27/2014 18",106
"3/27/2014 19",56
"3/27/2014 20",15
"3/27/2014 21",19
"3/27/2014 22",10
"3/27/2014 23",14
"3/27/2014 5",9
"3/27/2014 6",24
"3/27/2014 7",51
"3/27/2014 8",139
"3/27/2014 9",107
"3/27/2015 0",5
"3/27/2015 1",6
"3/27/2015 10",37
"3/27/2015 11",49
"3/27/2015 12",42
"3/27/2015 13",44
"3/27/2015 14",42
"3/27/2015 15",80
"3/27/2015 16",119
"3/27/2015 17",156
"3/27/2015 18",123
"3/27/2015 19",40
"3/27/2015 2",1
"3/27/2015 20",18
"3/27/2015 21",14
"3/27/2015 22",23
"3/27/2015 23",16
"3/27/2015 4",3
"3/27/2015 5",7
"3/27/2015 6",30
"3/27/2015 7",91
"3/27/2015 8",180
"3/27/2015 9",138
"3/28/2014 0",2
"3/28/2014 1",1
"3/28/2014 10",46
"3/28/2014 11",37
"3/28/2014 12",51
"3/28/2014 13",39
"3/28/2014 14",44
"3/28/2014 15",47
"3/28/2014 16",96
"3/28/2014 17",113
"3/28/2014 18",81
"3/28/2014 19",54
"3/28/2014 20",15
"3/28/2014 21",11
"3/28/2014 22",18
"3/28/2014 23",11
"3/28/2014 5",6
"3/28/2014 6",21
"3/28/2014 7",53
"3/28/2014 8",130
"3/28/2014 9",98
"3/28/2015 0",1
"3/28/2015 1",2
"3/28/2015 10",22
"3/28/2015 11",43
"3/28/2015 12",59
"3/28/2015 13",77
"3/28/2015 14",49
"3/28/2015 15",41
"3/28/2015 16",38
"3/28/2015 17",43
"3/28/2015 18",23
"3/28/2015 19",21
"3/28/2015 2",1
"3/28/2015 20",11
"3/28/2015 21",7
"3/28/2015 22",4
"3/28/2015 23",3
"3/28/2015 6",4
"3/28/2015 7",11
"3/28/2015 8",18
"3/28/2015 9",34
"3/29/2014 0",4
"3/29/2014 1",4
"3/29/2014 10",7
"3/29/2014 11",7
"3/29/2014 12",5
"3/29/2014 13",7
"3/29/2014 14",11
"3/29/2014 15",10
"3/29/2014 16",13
"3/29/2014 17",8
"3/29/2014 18",8
"3/29/2014 19",3
"3/29/2014 20",8
"3/29/2014 21",4
"3/29/2014 22",4
"3/29/2014 23",1
"3/29/2014 4",3
"3/29/2014 6",1
"3/29/2014 7",2
"3/29/2014 8",2
"3/29/2014 9",5
"3/29/2015 0",5
"3/29/2015 1",2
"3/29/2015 10",30
"3/29/2015 11",33
"3/29/2015 12",54
"3/29/2015 13",23
"3/29/2015 14",43
"3/29/2015 15",17
"3/29/2015 16",13
"3/29/2015 17",16
"3/29/2015 18",30
"3/29/2015 19",20
"3/29/2015 2",1
"3/29/2015 20",13
"3/29/2015 21",14
"3/29/2015 22",8
"3/29/2015 23",6
"3/29/2015 3",1
"3/29/2015 6",1
"3/29/2015 7",6
"3/29/2015 8",7
"3/29/2015 9",19
"3/3/2014 0",1
"3/3/2014 1",1
"3/3/2014 10",41
"3/3/2014 11",32
"3/3/2014 12",35
"3/3/2014 13",28
"3/3/2014 14",21
"3/3/2014 15",29
"3/3/2014 16",64
"3/3/2014 17",65
"3/3/2014 18",41
"3/3/2014 19",18
"3/3/2014 20",10
"3/3/2014 21",3
"3/3/2014 22",1
"3/3/2014 23",3
"3/3/2014 5",6
"3/3/2014 6",20
"3/3/2014 7",84
"3/3/2014 8",133
"3/3/2014 9",110
"3/3/2015 1",2
"3/3/2015 10",55
"3/3/2015 11",48
"3/3/2015 12",48
"3/3/2015 13",40
"3/3/2015 14",29
"3/3/2015 15",59
"3/3/2015 16",114
"3/3/2015 17",165
"3/3/2015 18",123
"3/3/2015 19",58
"3/3/2015 20",35
"3/3/2015 21",27
"3/3/2015 22",10
"3/3/2015 23",6
"3/3/2015 3",1
"3/3/2015 4",1
"3/3/2015 5",7
"3/3/2015 6",34
"3/3/2015 7",102
"3/3/2015 8",208
"3/3/2015 9",127
"3/30/2014 0",3
"3/30/2014 1",2
"3/30/2014 10",37
"3/30/2014 11",43
"3/30/2014 12",19
"3/30/2014 13",35
"3/30/2014 14",25
"3/30/2014 15",48
"3/30/2014 16",36
"3/30/2014 17",37
"3/30/2014 18",17
"3/30/2014 19",16
"3/30/2014 2",3
"3/30/2014 20",12
"3/30/2014 21",8
"3/30/2014 22",3
"3/30/2014 23",3
"3/30/2014 4",1
"3/30/2014 7",1
"3/30/2014 8",13
"3/30/2014 9",29
"3/30/2015 10",48
"3/30/2015 11",49
"3/30/2015 12",50
"3/30/2015 13",44
"3/30/2015 14",44
"3/30/2015 15",44
"3/30/2015 16",115
"3/30/2015 17",192
"3/30/2015 18",143
"3/30/2015 19",72
"3/30/2015 20",27
"3/30/2015 21",22
"3/30/2015 22",8
"3/30/2015 23",5
"3/30/2015 3",3
"3/30/2015 4",3
"3/30/2015 5",7
"3/30/2015 6",24
"3/30/2015 7",99
"3/30/2015 8",232
"3/30/2015 9",172
"3/31/2014 1",1
"3/31/2014 10",37
"3/31/2014 11",26
"3/31/2014 12",16
"3/31/2014 13",5
"3/31/2014 14",4
"3/31/2014 15",5
"3/31/2014 16",33
"3/31/2014 17",81
"3/31/2014 18",65
"3/31/2014 19",41
"3/31/2014 2",3
"3/31/2014 20",16
"3/31/2014 21",12
"3/31/2014 22",6
"3/31/2014 23",3
"3/31/2014 3",1
"3/31/2014 5",6
"3/31/2014 6",21
"3/31/2014 7",68
"3/31/2014 8",146
"3/31/2014 9",101
"3/31/2015 0",3
"3/31/2015 1",1
"3/31/2015 10",53
"3/31/2015 11",50
"3/31/2015 12",46
"3/31/2015 13",45
"3/31/2015 14",33
"3/31/2015 15",57
"3/31/2015 16",108
"3/31/2015 17",162
"3/31/2015 18",121
"3/31/2015 19",77
"3/31/2015 20",28
"3/31/2015 21",25
"3/31/2015 22",11
"3/31/2015 23",11
"3/31/2015 4",4
"3/31/2015 5",10
"3/31/2015 6",40
"3/31/2015 7",107
"3/31/2015 8",223
"3/31/2015 9",139
"3/4/2014 1",2
"3/4/2014 10",48
"3/4/2014 11",33
"3/4/2014 12",51
"3/4/2014 13",34
"3/4/2014 14",27
"3/4/2014 15",23
"3/4/2014 16",80
"3/4/2014 17",116
"3/4/2014 18",97
"3/4/2014 19",54
"3/4/2014 20",20
"3/4/2014 21",24
"3/4/2014 22",9
"3/4/2014 23",2
"3/4/2014 5",10
"3/4/2014 6",24
"3/4/2014 7",66
"3/4/2014 8",126
"3/4/2014 9",98
"3/4/2015 0",4
"3/4/2015 10",52
"3/4/2015 11",41
"3/4/2015 12",46
"3/4/2015 13",39
"3/4/2015 14",21
"3/4/2015 15",47
"3/4/2015 16",106
"3/4/2015 17",162
"3/4/2015 18",99
"3/4/2015 19",64
"3/4/2015 20",25
"3/4/2015 21",25
"3/4/2015 22",6
"3/4/2015 23",5
"3/4/2015 4",1
"3/4/2015 5",7
"3/4/2015 6",34
"3/4/2015 7",111
"3/4/2015 8",214
"3/4/2015 9",134
"3/5/2014 0",2
"3/5/2014 10",35
"3/5/2014 11",41
"3/5/2014 12",38
"3/5/2014 13",39
"3/5/2014 14",20
"3/5/2014 15",39
"3/5/2014 16",81
"3/5/2014 17",122
"3/5/2014 18",93
"3/5/2014 19",44
"3/5/2014 20",43
"3/5/2014 21",17
"3/5/2014 22",5
"3/5/2014 5",7
"3/5/2014 6",26
"3/5/2014 7",70
"3/5/2014 8",131
"3/5/2014 9",126
"3/5/2015 0",6
"3/5/2015 1",1
"3/5/2015 10",47
"3/5/2015 11",45
"3/5/2015 12",43
"3/5/2015 13",42
"3/5/2015 14",41
"3/5/2015 15",32
"3/5/2015 16",110
"3/5/2015 17",161
"3/5/2015 18",115
"3/5/2015 19",61
"3/5/2015 20",37
"3/5/2015 21",23
"3/5/2015 22",11
"3/5/2015 23",3
"3/5/2015 4",2
"3/5/2015 5",8
"3/5/2015 6",28
"3/5/2015 7",96
"3/5/2015 8",183
"3/5/2015 9",130
"3/6/2014 0",1
"3/6/2014 10",51
"3/6/2014 11",46
"3/6/2014 12",55
"3/6/2014 13",62
"3/6/2014 14",34
"3/6/2014 15",44
"3/6/2014 16",72
"3/6/2014 17",122
"3/6/2014 18",101
"3/6/2014 19",35
"3/6/2014 2",5
"3/6/2014 20",33
"3/6/2014 21",11
"3/6/2014 22",8
"3/6/2014 23",7
"3/6/2014 4",1
"3/6/2014 5",7
"3/6/2014 6",18
"3/6/2014 7",64
"3/6/2014 8",151
"3/6/2014 9",87
"3/6/2015 0",4
"3/6/2015 1",5
"3/6/2015 10",41
"3/6/2015 11",41
"3/6/2015 12",58
"3/6/2015 13",69
"3/6/2015 14",43
"3/6/2015 15",65
"3/6/2015 16",119
"3/6/2015 17",165
"3/6/2015 18",90
"3/6/2015 19",48
"3/6/2015 2",1
"3/6/2015 20",18
"3/6/2015 21",14
"3/6/2015 22",10
"3/6/2015 23",9
"3/6/2015 4",2
"3/6/2015 5",13
"3/6/2015 6",31
"3/6/2015 7",80
"3/6/2015 8",186
"3/6/2015 9",133
"3/7/2014 0",4
"3/7/2014 1",1
"3/7/2014 10",49
"3/7/2014 11",40
"3/7/2014 12",45
"3/7/2014 13",49
"3/7/2014 14",51
"3/7/2014 15",52
"3/7/2014 16",78
"3/7/2014 17",100
"3/7/2014 18",93
"3/7/2014 19",39
"3/7/2014 2",2
"3/7/2014 20",21
"3/7/2014 21",16
"3/7/2014 22",17
"3/7/2014 23",3
"3/7/2014 5",8
"3/7/2014 6",23
"3/7/2014 7",72
"3/7/2014 8",124
"3/7/2014 9",101
"3/7/2015 0",7
"3/7/2015 1",1
"3/7/2015 10",28
"3/7/2015 11",41
"3/7/2015 12",34
"3/7/2015 13",41
"3/7/2015 14",30
"3/7/2015 15",46
"3/7/2015 16",21
"3/7/2015 17",23
"3/7/2015 18",14
"3/7/2015 19",14
"3/7/2015 2",6
"3/7/2015 20",17
"3/7/2015 21",5
"3/7/2015 22",7
"3/7/2015 23",8
"3/7/2015 6",2
"3/7/2015 7",6
"3/7/2015 8",21
"3/7/2015 9",24
"3/8/2014 0",6
"3/8/2014 1",3
"3/8/2014 10",27
"3/8/2014 11",41
"3/8/2014 12",36
"3/8/2014 13",51
"3/8/2014 14",42
"3/8/2014 15",42
"3/8/2014 16",41
"3/8/2014 17",38
"3/8/2014 18",22
"3/8/2014 19",18
"3/8/2014 2",2
"3/8/2014 20",15
"3/8/2014 21",15
"3/8/2014 22",9
"3/8/2014 23",6
"3/8/2014 3",1
"3/8/2014 5",3
"3/8/2014 6",1
"3/8/2014 7",8
"3/8/2014 8",20
"3/8/2014 9",21
"3/8/2015 0",1
"3/8/2015 10",33
"3/8/2015 11",43
"3/8/2015 12",38
"3/8/2015 13",50
"3/8/2015 14",41
"3/8/2015 15",36
"3/8/2015 16",36
"3/8/2015 17",23
"3/8/2015 18",19
"3/8/2015 19",14
"3/8/2015 20",6
"3/8/2015 21",10
"3/8/2015 22",7
"3/8/2015 23",3
"3/8/2015 4",2
"3/8/2015 6",2
"3/8/2015 7",3
"3/8/2015 8",9
"3/8/2015 9",18
"3/9/2014 0",2
"3/9/2014 1",2
"3/9/2014 10",16
"3/9/2014 11",43
"3/9/2014 12",76
"3/9/2014 13",57
"3/9/2014 14",64
"3/9/2014 15",60
"3/9/2014 16",43
"3/9/2014 17",50
"3/9/2014 18",38
"3/9/2014 19",38
"3/9/2014 20",16
"3/9/2014 21",12
"3/9/2014 22",4
"3/9/2014 23",1
"3/9/2014 3",3
"3/9/2014 5",1
"3/9/2014 7",4
"3/9/2014 8",3
"3/9/2014 9",15
"3/9/2015 10",71
"3/9/2015 11",43
"3/9/2015 12",35
"3/9/2015 13",30
"3/9/2015 14",22
"3/9/2015 15",40
"3/9/2015 16",82
"3/9/2015 17",134
"3/9/2015 18",126
"3/9/2015 19",44
"3/9/2015 20",33
"3/9/2015 21",22
"3/9/2015 22",17
"3/9/2015 23",6
"3/9/2015 4",3
"3/9/2015 5",5
"3/9/2015 6",24
"3/9/2015 7",52
"3/9/2015 8",141
"3/9/2015 9",115
"4/1/2014 0",1
"4/1/2014 10",36
"4/1/2014 11",20
"4/1/2014 12",15
"4/1/2014 13",21
"4/1/2014 14",26
"4/1/2014 15",11
"4/1/2014 16",42
"4/1/2014 17",38
"4/1/2014 18",36
"4/1/2014 19",21
"4/1/2014 20",12
"4/1/2014 21",4
"4/1/2014 22",1
"4/1/2014 5",5
"4/1/2014 6",21
"4/1/2014 7",47
"4/1/2014 8",90
"4/1/2014 9",73
"4/1/2015 0",4
"4/1/2015 10",51
"4/1/2015 11",39
"4/1/2015 12",55
"4/1/2015 13",43
"4/1/2015 14",26
"4/1/2015 15",37
"4/1/2015 16",118
"4/1/2015 17",177
"4/1/2015 18",130
"4/1/2015 19",81
"4/1/2015 20",35
"4/1/2015 21",22
"4/1/2015 22",23
"4/1/2015 23",13
"4/1/2015 3",1
"4/1/2015 4",4
"4/1/2015 5",7
"4/1/2015 6",36
"4/1/2015 7",116
"4/1/2015 8",220
"4/1/2015 9",141
"4/10/2014 0",6
"4/10/2014 10",47
"4/10/2014 11",50
"4/10/2014 12",57
"4/10/2014 13",45
"4/10/2014 14",34
"4/10/2014 15",50
"4/10/2014 16",86
"4/10/2014 17",129
"4/10/2014 18",82
"4/10/2014 19",50
"4/10/2014 20",18
"4/10/2014 21",15
"4/10/2014 22",10
"4/10/2014 23",4
"4/10/2014 4",3
"4/10/2014 5",8
"4/10/2014 6",17
"4/10/2014 7",74
"4/10/2014 8",149
"4/10/2014 9",99
"4/10/2015 0",1
"4/10/2015 10",54
"4/10/2015 11",45
"4/10/2015 12",53
"4/10/2015 13",54
"4/10/2015 14",36
"4/10/2015 15",60
"4/10/2015 16",108
"4/10/2015 17",174
"4/10/2015 18",106
"4/10/2015 19",39
"4/10/2015 20",15
"4/10/2015 21",14
"4/10/2015 22",14
"4/10/2015 23",3
"4/10/2015 4",2
"4/10/2015 5",8
"4/10/2015 6",32
"4/10/2015 7",102
"4/10/2015 8",169
"4/10/2015 9",157
"4/11/2014 0",6
"4/11/2014 1",1
"4/11/2014 10",57
"4/11/2014 11",50
"4/11/2014 12",58
"4/11/2014 13",50
"4/11/2014 14",57
"4/11/2014 15",47
"4/11/2014 16",96
"4/11/2014 17",127
"4/11/2014 18",89
"4/11/2014 19",28
"4/11/2014 2",1
"4/11/2014 20",18
"4/11/2014 21",14
"4/11/2014 22",9
"4/11/2014 23",12
"4/11/2014 5",3
"4/11/2014 6",19
"4/11/2014 7",56
"4/11/2014 8",130
"4/11/2014 9",85
"4/11/2015 0",1
"4/11/2015 1",2
"4/11/2015 10",28
"4/11/2015 11",48
"4/11/2015 12",47
"4/11/2015 13",30
"4/11/2015 14",32
"4/11/2015 15",32
"4/11/2015 16",28
"4/11/2015 17",38
"4/11/2015 18",20
"4/11/2015 19",15
"4/11/2015 2",1
"4/11/2015 20",11
"4/11/2015 21",9
"4/11/2015 22",10
"4/11/2015 23",4
"4/11/2015 3",1
"4/11/2015 6",5
"4/11/2015 7",4
"4/11/2015 8",16
"4/11/2015 9",25
"4/12/2014 0",4
"4/12/2014 1",3
"4/12/2014 10",22
"4/12/2014 11",35
"4/12/2014 12",39
"4/12/2014 13",29
"4/12/2014 14",58
"4/12/2014 15",56
"4/12/2014 16",57
"4/12/2014 17",44
"4/12/2014 18",23
"4/12/2014 19",18
"4/12/2014 20",7
"4/12/2014 21",6
"4/12/2014 22",7
"4/12/2014 23",7
"4/12/2014 3",1
"4/12/2014 4",2
"4/12/2014 5",1
"4/12/2014 6",3
"4/12/2014 7",4
"4/12/2014 8",11
"4/12/2014 9",26
"4/12/2015 0",1
"4/12/2015 1",5
"4/12/2015 10",27
"4/12/2015 11",34
"4/12/2015 12",22
"4/12/2015 13",21
"4/12/2015 14",20
"4/12/2015 15",21
"4/12/2015 16",35
"4/12/2015 17",35
"4/12/2015 18",13
"4/12/2015 19",18
"4/12/2015 20",13
"4/12/2015 21",5
"4/12/2015 22",3
"4/12/2015 23",1
"4/12/2015 6",2
"4/12/2015 7",1
"4/12/2015 8",7
"4/12/2015 9",19
"4/13/2014 0",5
"4/13/2014 10",23
"4/13/2014 11",39
"4/13/2014 12",37
"4/13/2014 13",54
"4/13/2014 14",35
"4/13/2014 15",46
"4/13/2014 16",49
"4/13/2014 17",29
"4/13/2014 18",29
"4/13/2014 19",19
"4/13/2014 2",2
"4/13/2014 20",10
"4/13/2014 21",1
"4/13/2014 22",6
"4/13/2014 23",2
"4/13/2014 5",1
"4/13/2014 6",2
"4/13/2014 7",3
"4/13/2014 8",7
"4/13/2014 9",13
"4/13/2015 0",1
"4/13/2015 1",1
"4/13/2015 10",64
"4/13/2015 11",48
"4/13/2015 12",36
"4/13/2015 13",52
"4/13/2015 14",28
"4/13/2015 15",44
"4/13/2015 16",135
"4/13/2015 17",187
"4/13/2015 18",125
"4/13/2015 19",61
"4/13/2015 20",32
"4/13/2015 21",11
"4/13/2015 22",12
"4/13/2015 23",2
"4/13/2015 4",4
"4/13/2015 5",5
"4/13/2015 6",38
"4/13/2015 7",99
"4/13/2015 8",220
"4/13/2015 9",132
"4/14/2014 0",2
"4/14/2014 10",33
"4/14/2014 11",33
"4/14/2014 12",51
"4/14/2014 13",46
"4/14/2014 14",38
"4/14/2014 15",52
"4/14/2014 16",100
"4/14/2014 17",155
"4/14/2014 18",93
"4/14/2014 19",59
"4/14/2014 20",14
"4/14/2014 21",15
"4/14/2014 22",9
"4/14/2014 23",5
"4/14/2014 4",1
"4/14/2014 5",4
"4/14/2014 6",26
"4/14/2014 7",57
"4/14/2014 8",152
"4/14/2014 9",101
"4/14/2015 0",1
"4/14/2015 1",1
"4/14/2015 10",57
"4/14/2015 11",38
"4/14/2015 12",64
"4/14/2015 13",36
"4/14/2015 14",51
"4/14/2015 15",44
"4/14/2015 16",112
"4/14/2015 17",174
"4/14/2015 18",146
"4/14/2015 19",61
"4/14/2015 20",24
"4/14/2015 21",21
"4/14/2015 22",13
"4/14/2015 23",10
"4/14/2015 4",3
"4/14/2015 5",7
"4/14/2015 6",32
"4/14/2015 7",92
"4/14/2015 8",204
"4/14/2015 9",140
"4/15/2014 0",1
"4/15/2014 10",40
"4/15/2014 11",51
"4/15/2014 12",57
"4/15/2014 13",59
"4/15/2014 14",38
"4/15/2014 15",35
"4/15/2014 16",88
"4/15/2014 17",162
"4/15/2014 18",115
"4/15/2014 19",55
"4/15/2014 2",1
"4/15/2014 20",36
"4/15/2014 21",21
"4/15/2014 22",23
"4/15/2014 23",8
"4/15/2014 3",1
"4/15/2014 5",7
"4/15/2014 6",24
"4/15/2014 7",72
"4/15/2014 8",164
"4/15/2014 9",105
"4/15/2015 0",4
"4/15/2015 10",62
"4/15/2015 11",47
"4/15/2015 12",37
"4/15/2015 13",47
"4/15/2015 14",38
"4/15/2015 15",46
"4/15/2015 16",121
"4/15/2015 17",179
"4/15/2015 18",125
"4/15/2015 19",79
"4/15/2015 2",1
"4/15/2015 20",33
"4/15/2015 21",33
"4/15/2015 22",21
"4/15/2015 23",12
"4/15/2015 4",4
"4/15/2015 5",4
"4/15/2015 6",26
"4/15/2015 7",96
"4/15/2015 8",213
"4/15/2015 9",131
"4/16/2014 0",2
"4/16/2014 10",72
"4/16/2014 11",32
"4/16/2014 12",57
"4/16/2014 13",46
"4/16/2014 14",41
"4/16/2014 15",45
"4/16/2014 16",110
"4/16/2014 17",159
"4/16/2014 18",133
"4/16/2014 19",57
"4/16/2014 20",35
"4/16/2014 21",15
"4/16/2014 22",23
"4/16/2014 23",5
"4/16/2014 5",9
"4/16/2014 6",26
"4/16/2014 7",80
"4/16/2014 8",153
"4/16/2014 9",123
"4/16/2015 0",3
"4/16/2015 1",1
"4/16/2015 10",67
"4/16/2015 11",41
"4/16/2015 12",44
"4/16/2015 13",58
"4/16/2015 14",30
"4/16/2015 15",58
"4/16/2015 16",117
"4/16/2015 17",156
"4/16/2015 18",125
"4/16/2015 19",82
"4/16/2015 20",41
"4/16/2015 21",25
"4/16/2015 22",13
"4/16/2015 23",9
"4/16/2015 4",3
"4/16/2015 5",8
"4/16/2015 6",26
"4/16/2015 7",111
"4/16/2015 8",199
"4/16/2015 9",142
"4/17/2014 0",3
"4/17/2014 1",3
"4/17/2014 10",37
"4/17/2014 11",53
"4/17/2014 12",74
"4/17/2014 13",63
"4/17/2014 14",35
"4/17/2014 15",62
"4/17/2014 16",109
"4/17/2014 17",130
"4/17/2014 18",93
"4/17/2014 19",45
"4/17/2014 2",11
"4/17/2014 20",31
"4/17/2014 21",15
"4/17/2014 22",6
"4/17/2014 23",6
"4/17/2014 4",1
"4/17/2014 5",5
"4/17/2014 6",26
"4/17/2014 7",82
"4/17/2014 8",127
"4/17/2014 9",128
"4/17/2015 0",5
"4/17/2015 1",1
"4/17/2015 10",57
"4/17/2015 11",42
"4/17/2015 12",54
"4/17/2015 13",44
"4/17/2015 14",40
"4/17/2015 15",47
"4/17/2015 16",151
"4/17/2015 17",148
"4/17/2015 18",109
"4/17/2015 19",40
"4/17/2015 20",12
"4/17/2015 21",20
"4/17/2015 22",11
"4/17/2015 23",9
"4/17/2015 4",5
"4/17/2015 5",7
"4/17/2015 6",32
"4/17/2015 7",79
"4/17/2015 8",206
"4/17/2015 9",136
"4/18/2014 0",4
"4/18/2014 1",1
"4/18/2014 10",43
"4/18/2014 11",50
"4/18/2014 12",57
"4/18/2014 13",58
"4/18/2014 14",57
"4/18/2014 15",65
"4/18/2014 16",88
"4/18/2014 17",113
"4/18/2014 18",77
"4/18/2014 19",34
"4/18/2014 2",1
"4/18/2014 20",8
"4/18/2014 21",11
"4/18/2014 22",11
"4/18/2014 23",8
"4/18/2014 5",1
"4/18/2014 6",15
"4/18/2014 7",46
"4/18/2014 8",127
"4/18/2014 9",113
"4/18/2015 0",3
"4/18/2015 1",4
"4/18/2015 10",26
"4/18/2015 11",40
"4/18/2015 12",44
"4/18/2015 13",44
"4/18/2015 14",35
"4/18/2015 15",35
"4/18/2015 16",34
"4/18/2015 17",25
"4/18/2015 18",16
"4/18/2015 19",20
"4/18/2015 20",15
"4/18/2015 21",12
"4/18/2015 22",11
"4/18/2015 23",5
"4/18/2015 5",1
"4/18/2015 6",1
"4/18/2015 7",4
"4/18/2015 8",16
"4/18/2015 9",22
"4/19/2014 0",5
"4/19/2014 1",2
"4/19/2014 10",24
"4/19/2014 11",31
"4/19/2014 12",42
"4/19/2014 13",24
"4/19/2014 14",44
"4/19/2014 15",39
"4/19/2014 16",47
"4/19/2014 17",42
"4/19/2014 18",22
"4/19/2014 19",15
"4/19/2014 20",2
"4/19/2014 21",8
"4/19/2014 22",10
"4/19/2014 23",5
"4/19/2014 3",1
"4/19/2014 4",1
"4/19/2014 6",2
"4/19/2014 7",9
"4/19/2014 8",21
"4/19/2014 9",25
"4/19/2015 0",5
"4/19/2015 1",4
"4/19/2015 10",18
"4/19/2015 11",28
"4/19/2015 12",24
"4/19/2015 13",39
"4/19/2015 14",26
"4/19/2015 15",34
"4/19/2015 16",36
"4/19/2015 17",21
"4/19/2015 18",22
"4/19/2015 19",4
"4/19/2015 20",7
"4/19/2015 21",9
"4/19/2015 22",5
"4/19/2015 23",4
"4/19/2015 6",1
"4/19/2015 7",10
"4/19/2015 8",14
"4/19/2015 9",14
"4/2/2014 1",1
"4/2/2014 10",38
"4/2/2014 11",34
"4/2/2014 12",51
"4/2/2014 13",35
"4/2/2014 14",28
"4/2/2014 15",41
"4/2/2014 16",78
"4/2/2014 17",127
"4/2/2014 18",110
"4/2/2014 19",41
"4/2/2014 20",33
"4/2/2014 21",21
"4/2/2014 22",12
"4/2/2014 23",6
"4/2/2014 3",1
"4/2/2014 5",7
"4/2/2014 6",16
"4/2/2014 7",59
"4/2/2014 8",140
"4/2/2014 9",108
"4/2/2015 0",3
"4/2/2015 10",51
"4/2/2015 11",51
"4/2/2015 12",39
"4/2/2015 13",49
"4/2/2015 14",45
"4/2/2015 15",41
"4/2/2015 16",112
"4/2/2015 17",204
"4/2/2015 18",159
"4/2/2015 19",55
"4/2/2015 20",37
"4/2/2015 21",25
"4/2/2015 22",12
"4/2/2015 23",9
"4/2/2015 4",5
"4/2/2015 5",8
"4/2/2015 6",39
"4/2/2015 7",110
"4/2/2015 8",215
"4/2/2015 9",126
"4/20/2014 0",11
"4/20/2014 1",1
"4/20/2014 10",36
"4/20/2014 11",26
"4/20/2014 12",28
"4/20/2014 13",42
"4/20/2014 14",36
"4/20/2014 15",44
"4/20/2014 16",21
"4/20/2014 17",33
"4/20/2014 18",27
"4/20/2014 19",22
"4/20/2014 2",2
"4/20/2014 20",8
"4/20/2014 22",3
"4/20/2014 23",2
"4/20/2014 3",2
"4/20/2014 4",2
"4/20/2014 6",3
"4/20/2014 7",1
"4/20/2014 8",5
"4/20/2014 9",21
"4/20/2015 10",47
"4/20/2015 11",21
"4/20/2015 12",32
"4/20/2015 13",36
"4/20/2015 14",23
"4/20/2015 15",46
"4/20/2015 16",122
"4/20/2015 17",198
"4/20/2015 18",133
"4/20/2015 19",68
"4/20/2015 20",31
"4/20/2015 21",26
"4/20/2015 22",14
"4/20/2015 23",6
"4/20/2015 4",3
"4/20/2015 5",5
"4/20/2015 6",28
"4/20/2015 7",97
"4/20/2015 8",215
"4/20/2015 9",148
"4/21/2014 10",34
"4/21/2014 11",31
"4/21/2014 12",34
"4/21/2014 13",37
"4/21/2014 14",25
"4/21/2014 15",42
"4/21/2014 16",97
"4/21/2014 17",143
"4/21/2014 18",117
"4/21/2014 19",53
"4/21/2014 20",26
"4/21/2014 21",8
"4/21/2014 22",8
"4/21/2014 23",6
"4/21/2014 5",7
"4/21/2014 6",21
"4/21/2014 7",77
"4/21/2014 8",174
"4/21/2014 9",109
"4/21/2015 0",2
"4/21/2015 1",1
"4/21/2015 10",61
"4/21/2015 11",41
"4/21/2015 12",46
"4/21/2015 13",38
"4/21/2015 14",30
"4/21/2015 15",60
"4/21/2015 16",108
"4/21/2015 17",206
"4/21/2015 18",137
"4/21/2015 19",59
"4/21/2015 20",27
